package,version,architecture
mate-system-monitor,1.26.0,amd64
mate-terminal-common,1.26.0,all
mate-terminal,1.26.0,amd64
mate-themes,3.22.23,all
mate-tweak,22.04.8,all
mate-user-guide,1.26.0,all
mate-user-share-common,1.26.0,all
mate-user-share,1.26.0,amd64
mate-utils-common,1.26.0,all
mate-utils,1.26.0,amd64
mate-window-applets-common,21.04.0,all
mate-window-buttons-applet,21.04.0,amd64
mate-window-menu-applet,21.04.0,amd64
mate-window-title-applet,21.04.0,amd64
materia-gtk-theme,20210322,all
materia-kde,20220207,all
mathgl,8.0.1,amd64
mathicgb,1.0~git20211216,amd64
mathlibtools,1.1.0,all
mathomatic-primes,16.0.5,amd64
mathomatic,16.0.5,amd64
mathpiper,0.81,all
mathtex,1.03,amd64
matio-tools,1.5.21,amd64
matlab-brain2mesh,0.7.9,all
matlab-gdf,0.1.3,all
matlab-iso2mesh,1.9.6,all
matlab-jnifti,0.6,all
matlab-jsonlab,2.0,all
matlab-support-dev,0.0.23,all
matlab-support,0.0.23,all
matlab-zmat,0.9.8,all
matlab2tikz,1.1.0,all
matrix-mirage,0.7.2,amd64
matrix-sydent,2.5.1,all
matrix-synapse-ldap3,0.1.4,all
matrix-synapse,1.53.0,all
matroxset,0.4,amd64
maude,3.1,amd64
mauve-aligner,2.4.0,amd64
maven-ant-helper,8.6,all
maven-cache-cleanup,1.0.4,all
maven-debian-helper,2.6,all
maven-repo-helper,1.10,all
maven,3.6.3,all
mawk,1.3.4.20200120,amd64
mawk,1.3.4.20200120,i386
maxima-doc,5.45.1,all
maxima-emacs,5.45.1,all
maxima-sage-doc,5.45.1,all
maxima-sage-share,5.45.1,all
maxima-sage,5.45.1,amd64
maxima-share,5.45.1,all
maxima-src,5.45.1,all
maxima-test,5.45.1,all
maxima,5.45.1,amd64
mayavi2,4.7.1,amd64
maybe,0.4.0,all
mazeofgalious-data,0.62.dfsg2,all
mazeofgalious,0.62.dfsg2,amd64
mb2md,3.20,all
mbed-test-wrapper,1.0.0,all
mblaze,1.1,amd64
mbmon,2.05,amd64
mbox-importer,21.12.3,amd64
mboxgrep,0.7.9,amd64
mbpfan,2.2.1,amd64
mbpoll,1.4.11,amd64
mbr,1.2.1build1,amd64
mbrola-af1,0.0.20040426,all
mbrola-ar1,1.0,all
mbrola-ar2,0.0.20001015,all
mbrola-br1,2.021,all
mbrola-br2,2.021,all
mbrola-br3,2.021,all
mbrola-br4,1.0,all
mbrola-bz1,0.99,all
mbrola-ca1,1.00,all
mbrola-ca2,0.0.20031022,all
mbrola-cn1,0.0.201111,all
mbrola-cr1,0.0.19981028,all
mbrola-cz1,0.1,all
mbrola-cz2,0.2,all
mbrola-de1,2.050,all
mbrola-de2,0.0.19990106,all
mbrola-de3,1.0,all
mbrola-de4,0.0.20020812,all
mbrola-de5,1.0,all
mbrola-de6,0.0.20021125,all
mbrola-de7,0.0.20030404,all
mbrola-de8,0.0.20040811,all
mbrola-ee1,0.0.20020407,all
mbrola-en1,19980910,all
mbrola-es1,0.0.19980610,all
mbrola-es2,2.069,all
mbrola-es3,0.0.20141124,all
mbrola-es4,0.0.20020903,all
mbrola-fr1,2.050,all
mbrola-fr2,2.060,all
mbrola-fr3,2.060,all
mbrola-fr4,0.0.19990521,all
mbrola-fr5,2.060,all
mbrola-fr6,0.0.20010330,all
mbrola-fr7,2.00,all
mbrola-gr1,19990610,all
mbrola-gr2,0.0.20010521,all
mbrola-hb1,0.0.20000308,all
mbrola-hb2,0.0.20040902,all
mbrola-hn1,4,all
mbrola-hu1,1.002,all
mbrola-ic1,0.0.20061202,all
mbrola-id1,1,all
mbrola-in1,0.0.20010206,all
mbrola-in2,0.0.20010202,all
mbrola-ir1,0.0.20040310,all
mbrola-it1,0.1,all
mbrola-it2,0.1,all
mbrola-it3,0.1,all
mbrola-it4,0.1,all
mbrola-jp1,0.0.20000314,all
mbrola-jp2,0.1,all
mbrola-jp3,0.0.20021022,all
mbrola-la1,0.0.20050615,all
mbrola-lt1,1.0,all
mbrola-lt2,1.0,all
mbrola-ma1,0.0.20040816,all
mbrola-mx1,0.1,all
mbrola-mx2,0.1,all
mbrola-nl1,0.2,all
mbrola-nl2,0.5,all
mbrola-nl3,0.1,all
mbrola-nz1,0.2,all
mbrola-pl1,0.1,all
mbrola-pt1,1.0,all
mbrola-ro1,1.00,all
mbrola-sw1,1.00,all
mbrola-sw2,1.0,all
mbrola-tl1,0.0.20010627,all
mbrola-tr1,0.1,all
mbrola-tr2,0.1,all
mbrola-us1,0.3,all
mbrola-us2,0.1,all
mbrola-us3,0.1,all
mbrola-vz1,2,all
mbrola,3.3,amd64
mbt,3.6,amd64
mbtserver,0.14,amd64
mbuffer,20210328,amd64
mbw,1.2.2,amd64
mc-data,4.8.27,all
mc,4.8.27,amd64
mcabber,1.1.2,amd64
mcaller,1.0.3,all
mccs,1.1,amd64
mce-dev,1.15.0,all
mce-doc,1.15.0,all
mcl-doc,14,all
mcl,14,amd64
mcollective-client,2.12.5,all
mcollective-common,2.12.5,all
mcollective-doc,2.12.5,all
mcollective-plugins-centralrpclog,0.0.0~git20120507.df2fa81,all
mcollective-plugins-facts-facter,0.0.0~git20120507.df2fa81,all
mcollective-plugins-filemgr,0.0.0~git20120507.df2fa81,all
mcollective-plugins-iptables,0.0.0~git20120507.df2fa81,all
mcollective-plugins-logstash,0.0.0~git20120507.df2fa81,all
mcollective-plugins-nettest,0.0.0~git20120507.df2fa81,all
mcollective-plugins-nrpe,0.0.0~git20120507.df2fa81,all
mcollective-plugins-package,0.0.0~git20120507.df2fa81,all
mcollective-plugins-process,0.0.0~git20120507.df2fa81,all
mcollective-plugins-provisioner,0.0.1~git20110120,all
mcollective-plugins-puppetca,0.0.0~git20120507.df2fa81,all
mcollective-plugins-puppetd,0.0.0~git20120507.df2fa81,all
mcollective-plugins-puppetral,0.0.0~git20120507.df2fa81,all
mcollective-plugins-registration-monitor,0.0.0~git20120507.df2fa81,all
mcollective-plugins-service,0.0.0~git20120507.df2fa81,all
mcollective-plugins-stomputil,0.0.0~git20120507.df2fa81,all
mcollective-provisioner-common,0.0.1~git20110120,all
mcollective-server-provisioner,0.0.1~git20110120,all
mcollective,2.12.5,all
mcomix,1.2.1,all
mcp-plugins,0.4.0,amd64
mcpdisp,0.1.2,amd64
mcpl,1.3.2,amd64
mcpp-doc,2.7.2,all
mcpp,2.7.2,amd64
mcron,1.0.8,amd64
mcrypt,2.6.8,amd64
mcstrans,3.3,amd64
mcu8051ide,1.4.9,all
mda-lv2,1.2.6,amd64
mdadm,4.2,amd64
mdadm,4.2,i386
mdbtools-dev,1.0.0,amd64
mdbtools-doc,1.0.0,all
mdbtools,1.0.0,amd64
mdetect,0.5.2.5,amd64
mdevctl,0.81,all
mdf2iso,0.3.1,amd64
mdfinder.app,1.0.0,amd64
mdk-doc,1.3.0,all
mdk3,6.0,amd64
mdk4,4.2,amd64
mdk,1.3.0,amd64
mdm,0.1.3,amd64
mdns-scan,0.5,amd64
mdnsd,0.11,amd64
mdp,1.0.15,amd64
mecab-ipadic-utf8,2.7.0,all
mecab-ipadic,2.7.0,all
mecab-jumandic-utf8,7.0,all
mecab-jumandic,7.0,all
mecab-naist-jdic-eucjp,0.6.3.b,all
mecab-naist-jdic,0.6.3.b,all
mecab-utils,0.996,amd64
mecab-utils,0.996,i386
mecab,0.996,amd64
mecab,0.996,i386
mecat2,0.0,amd64
med-all,3.7.1,all
med-bio-dev,3.7.1,all
med-bio,3.7.1,all
med-cloud,3.7.1,all
med-config,3.7.1,all
med-data,3.7.1,all
med-dental,3.7.1,all
med-epi,3.7.1,all
med-his,3.7.1,all
med-imaging-dev,3.7.1,all
med-imaging,3.7.1,all
med-laboratory,3.7.1,all
med-oncology,3.7.1,all
med-pharmacy,3.7.1,all
med-physics,3.7.1,all
med-practice,3.7.1,all
med-psychology,3.7.1,all
med-research,3.7.1,all
med-statistics,3.7.1,all
med-tasks,3.7.1,all
med-tools,3.7.1,all
med-typesetting,3.7.1,all
medcon,0.21.2,amd64
media-player-info,24,all
media-types,7.0.0,all
mediaconch-gui,18.03.2,amd64
mediaconch,18.03.2,amd64
mediainfo-gui,22.03,amd64
mediainfo,22.03,amd64
mediathekview,13.2.1,all
mediawiki-classes,1.35.6,all
mediawiki-extension-codemirror,4.0.0~git20210902.a63f3c2,all
mediawiki-extension-youtube,1.9.3~git20200711.0f87a53,all
mediawiki-skin-greystuff,1.0.8~git20200711.479faf1,all
mediawiki2latex,7.45,amd64
mediawiki2latexguipyqt,1.8,all
mediawiki,1.35.6,all
mednafen,1.29.0,amd64
mednaffe,0.9.2,amd64
medusa,2.2,amd64
meep-mpi-default,1.17.1,amd64
meep-openmpi,1.17.1,amd64
meep,1.17.1,amd64
megadown,0,all
megaglest-data,3.13.0,all
megaglest,3.13.0,amd64
megahit,1.2.9,amd64
megan-ce,6.21.1,all
megapixels,1.4.3,amd64
megatools,1.10.3,amd64
meld,3.20.4,all
melt,7.4.0,amd64
melting,5.2.0,all
membernator,1.1.0,all
members,20080128.1,amd64
memcached,1.6.14,amd64
memdump,1.01,amd64
memlockd,1.3,amd64
memo,1.7.1,amd64
memstat,1.1,amd64
memtest86+,5.31,amd64
memtester,4.5.1,amd64
memtool,2018.03.0,amd64
mencal,3.0,all
mencoder,1.4,amd64
mender-artifact,3.6.0,amd64
mender-cli,1.7.0,amd64
mender-client,3.0.0,amd64
menhir-doc,20210929,all
menhir,20210929,amd64
menu-l10n,0.20211120,all
menu-xdg,0.7,all
menu,2.1.47ubuntu4,amd64
menulibre,2.2.2,all
mercantile,1.1.5,all
mercurial-common,6.1.1,all
mercurial-git,0.10.4,all
mercurial-keyring,1.3.1,all
mercurial,6.1.1,amd64
mergelog,4.5.1,amd64
mergerfs,2.33.3,amd64
meritous-data,1.5,all
meritous,1.5,amd64
merkaartor,0.19.0,amd64
meryl,0,amd64
mes,0.23,amd64
mesa-common-dev,23.2.1,amd64
mesa-common-dev,23.2.1,i386
mesa-drm-shim,23.2.1,amd64
mesa-drm-shim,23.2.1,i386
mesa-opencl-icd,23.2.1,amd64
mesa-opencl-icd,23.2.1,i386
mesa-utils-bin,8.4.0,amd64
mesa-utils,8.4.0,amd64
mesa-va-drivers,23.2.1,amd64
mesa-va-drivers,23.2.1,i386
mesa-vdpau-drivers,23.2.1,amd64
mesa-vdpau-drivers,23.2.1,i386
mesa-vulkan-drivers,23.2.1,amd64
mesa-vulkan-drivers,23.2.1,i386
mesaflash,3.4.2,amd64
mescc-tools,1.3,amd64
meshio-tools,5.3.0,all
meshlab,2020.09,amd64
meshs3d,0.2.2.1,amd64
meson,0.61.2,all
mess-desktop-entries,0.2,all
metabat,2.15,amd64
metacam,1.2,amd64
metacity-common,3.44.0,all
metacity-themes,1.0.13,all
metacity,3.44.0,amd64
metadata-cleaner,1.0.8,amd64
metadata-json-lint,3.0.0,all
metamath-databases,0.0.0~20210101.git55fe226,all
metamath,0.195,amd64
metamonger,0.20210406,all
metaphlan2-data,2.6.0,all
metaphlan2,3.0.14,all
metapixel,1.0.2,amd64
metar,20190227.1,amd64
metastore,1.1.2,amd64
metastudent-data-2,1.0.0,all
metastudent-data,2.0.1,all
metastudent,2.0.1,all
metche,1.2.4,all
meteo-qt-l10n,2.1,all
meteo-qt,2.1,amd64
meterbridge,0.9.2,amd64
meterec,0.9.3,amd64
metis-edf,4.1,amd64
metis,5.1.0.dfsg,amd64
metview-data,5.14.1,all
metview,5.14.1,amd64
mew-beta-bin,7.0.50,amd64
mew-beta,7.0.50,all
mew-bin,6.8,amd64
mew,6.8,all
mfcuk,0.3.8,amd64
mffm-fftw-dev,1.7,amd64
mffm-fftw1,1.7,amd64
mfoc,0.10.7,amd64
mftrace,1.2.20,amd64
mg,20200723,amd64
mgba-common,0.9.3,all
mgba-qt,0.9.3,amd64
mgba-sdl,0.9.3,amd64
mgdiff,1.0,amd64
mgen-doc,5.02.,all
mgen,5.02.,amd64
mgetty-docs,1.2.1,all
mgetty-fax,1.2.1,amd64
mgetty-pvftools,1.2.1,amd64
mgetty-viewfax,1.2.1,amd64
mgetty-voice,1.2.1,amd64
mgetty,1.2.1,amd64
mgitstatus,2.0,all
mgp,1.13,amd64
mgt,2.31,amd64
mh-book,200605,all
mha4mysql-manager,0.58,all
mha4mysql-node,0.58,all
mhap,2.1.3,all
mhc-utils,1.2.4,all
mhc,1.2.4,all
mhddfs,0.1.39,amd64
mhonarc,2.6.19,all
mhwaveedit,1.4.24,amd64
mi2svg,0.1.6,all
mia-doctools,2.4.7,all
mia-tools-doc,2.4.7,all
mia-tools,2.4.7,amd64
mia-viewit,1.0.5,amd64
mialmpick,0.2.15,amd64
miceamaze,4.2.1,amd64
micro-httpd,20140814,amd64
micro,2.0.9,amd64
microbegps,1.0.0,all
microbiomeutil-data,20101212,all
microbiomeutil,20101212,all
microcode-initrd,2build1,amd64
microcode.ctl,1.18,amd64
microcom,2019.01.0,amd64
microdc2,0.15.6,amd64
microhope,4.8.8,all
micropolis-data,0.0.20071228,all
micropolis,0.0.20071228,amd64
micropython-doc,1.17,all
micropython,1.17,amd64
microsocks,1.0.1,amd64
midge,0.2.41,all
midicsv,1.1,amd64
midish,1.0.4,amd64
midisnoop,0.1.2,amd64
midisport-firmware,1.2,all
migemo-el,1.2,all
mighttpd2,3.4.6,amd64
migrationtools,48,all
miio-tools,0.5.0.1,all
mikmod,3.2.8,amd64
milkytracker,1.03.00,amd64
miller,6.0.0,amd64
milou,5.24.6,amd64
milter-greylist,4.6.4,amd64
miltertest,2.11.0~beta2,amd64
mime-construct,1.11,all
mime-support,3.66,all
mimedefang,2.84,amd64
mimefilter,1.8,all
mimetex,1.76,amd64
mina,0.3.7,all
minc-tools,2.3.00,amd64
minder,1.13.1,amd64
mindthegap-examples,2.2.3,all
mindthegap,2.2.3,amd64
minetest-data,5.4.1,all
minetest-mod-3d-armor,0.4.14,all
minetest-mod-basic-materials,20210130,all
minetest-mod-character-creator,1.1,all
minetest-mod-craftguide,2.0,all
minetest-mod-currency,20210414.1,all
minetest-mod-ethereal,20210923,all
minetest-mod-homedecor,20210327.1,all
minetest-mod-infinite-chest,1.0.1,all
minetest-mod-intllib,20180811,all
minetest-mod-lucky-block,20181017,all
minetest-mod-maidroid,0.1.0,all
minetest-mod-mesecons,1.2.1,all
minetest-mod-mobs-redo,20210923,all
minetest-mod-moreblocks,2.2.0,all
minetest-mod-moreores,2.1.0,all
minetest-mod-nether,3.3,all
minetest-mod-pipeworks,20210414.1,all
minetest-mod-protector,20210923,all
minetest-mod-pycraft,0.22,all
minetest-mod-quartz,1.0.0,all
minetest-mod-skyblock,0.3.0,all
minetest-mod-throwing-arrows,1.1,all
minetest-mod-throwing,1.1,all
minetest-mod-unified-inventory,20180810,all
minetest-mod-unifieddyes,20210420.1,all
minetest-mod-worldedit,0.6,all
minetest-mod-xdecor,1.0,all
minetest-server,5.4.1,amd64
minetest,5.4.1,amd64
minetestmapper,20200328,amd64
minexpert2-doc,8.2.0,all
minexpert2,8.2.0,amd64
mingetty,1.08,amd64
mingw-w64-common,8.0.0,all
mingw-w64-i686-dev,8.0.0,all
mingw-w64-tools,8.0.0,amd64
mingw-w64-tools,8.0.0,i386
mingw-w64-x86-64-dev,8.0.0,all
mingw-w64,8.0.0,all
mini-buildd-doc,1.9.99,all
mini-buildd-utils,1.9.99,all
mini-buildd,1.9.99,all
mini-dinstall,0.7.1,all
mini-httpd-run,1.0,all
mini-httpd,1.30,amd64
mini-soong,0.20201028,all
minia,3.2.6,amd64
miniasm,0.3,amd64
minica,1.0,amd64
minicom,2.8,amd64
minicoredumper-utils,2.0.1,amd64
minicoredumper,2.0.1,amd64
minidisc-utils,0.9.16,amd64
minidjvu,0.8.,amd64
minidlna,1.3.0,amd64
minify,2.9.22,amd64
minigalaxy,1.1.0,all
minilla,3.1.15,all
minilzip,1.13,amd64
minimac4,1.0.2,amd64
minimap2,2.24,amd64
minimap,0.2,amd64
minimodem,0.24,amd64
mininet,2.3.0,amd64
minisapserver,0.3.6,amd64
minisat+,1.0,amd64
minisat2,2.2.1,amd64
minisat,2.2.1,amd64
minissdpd,1.5.20211105,amd64
ministat,20150715,amd64
ministocks,0,amd64
minitube,3.9.1,amd64
miniupnpc,2.2.3,amd64
miniupnpd-iptables,2.2.3,amd64
miniupnpd-nftables,2.2.3,amd64
miniupnpd,2.2.3,all
minizinc-ide,2.5.3,amd64
minizinc,2.5.3,amd64
minizip,1.1,amd64
minlog,4.0.99.20100221,all
minpack-dev,19961126,amd64
minuet-data,21.12.3,all
minuet,21.12.3,amd64
mipe,1.1,all
mir-demos,2.7.0,amd64
mir-doc,2.7.0,all
mir-graphics-drivers-desktop,2.7.0,amd64
mir-graphics-drivers-nvidia,2.7.0,amd64
mir-platform-graphics-eglstream-kms19,2.7.0,amd64
mir-platform-graphics-eglstream-kms,2.7.0,amd64
mir-platform-graphics-gbm-kms19,2.7.0,amd64
mir-platform-graphics-gbm-kms,2.7.0,amd64
mir-platform-graphics-wayland19,2.7.0,amd64
mir-platform-graphics-wayland,2.7.0,amd64
mir-platform-graphics-x19,2.7.0,amd64
mir-platform-graphics-x,2.7.0,amd64
mir-platform-input-evdev8,2.7.0,amd64
mir-renderer-gl-dev,2.7.0,amd64
mir-test-tools,2.7.0,amd64
mir-wlcs-integration,2.7.0,amd64
mira-assembler,4.9.6,amd64
mira-doc,4.9.6,all
mira-rfam-12s-rrna,4.9.6,all
mirage,0.11.1,amd64
miredo-server,1.2.6,amd64
miredo,1.2.6,amd64
miri-sdr,0.0.4.59ba37,amd64
mirmon,2.11,all
mirrorbits,0.5.1,amd64
mirrorkit,0.2.1,all
mirrormagic-data,3.0.0,all
mirrormagic,3.0.0,amd64
mirtest-dev,2.7.0,amd64
mirtop,0.4.24,all
miscfiles,1.5,all
misery,0.2,amd64
missfits,2.8.0,amd64
missidentify,1.0,amd64
misspell-fixer,0.4,all
mistral-api,14.0.0,all
mistral-common,14.0.0,all
mistral-engine,14.0.0,all
mistral-event-engine,14.0.0,all
mistral-executor,14.0.0,all
mistral-tempest-plugin,1.3.0,all
mit-scheme-dbg,11.2,amd64
mit-scheme-doc,11.2,all
mit-scheme,11.2,amd64
mitmproxy,6.0.2,all
mitools,2.0.5,amd64
miwm,1.1,amd64
mixer.app,1.8.0,amd64
mixxx-data,2.3.2~dfsg,all
mixxx,2.3.2~dfsg,amd64
mjpegtools-gtk,2.1.0,amd64
mjpegtools-gtk,2.1.0,i386
mjpegtools,2.1.0,amd64
mjpegtools,2.1.0,i386
mk-configure,0.36.0,all
mkalias,1.0.10,all
mkbootimg,10.0.0,all
mkcert,1.4.3,amd64
mkchromecast-alsa,0.3.9,all
mkchromecast-gstreamer,0.3.9,all
mkchromecast-pulseaudio,0.3.9,all
mkchromecast,0.3.9,all
mkcue,1,amd64
mkdepend,0.0~svn45,all
mkdocs-bootstrap,1.1,all
mkdocs-doc,1.1.2,all
mkdocs-nature,0.4,all
mkdocs,1.1.2,all
mkelfimage,2.7,amd64
mkgmap-splitter,0.0.0,all
mkgmap,0.0.0,all
mkgmapgui,1.1.ds,all
mklibs-copy,0.1.45,amd64
mklibs,0.1.45,all
mknfonts.tool,0.5,amd64
mkosi,12,all
mksh,59c,amd64
mktorrent,1.1,amd64
mkvtoolnix-gui,65.0.0,amd64
mkvtoolnix,65.0.0,amd64
ml-burg,110.79,amd64
ml-lex,110.79,amd64
ml-lpt,110.79,amd64
ml-nlffigen,110.79,amd64
ml-yacc,110.79,amd64
mlbstreamer,0.0.11.,all
mle,1.4.3,amd64
mlir-13-tools,13.0.1,amd64
mlir-13-tools,13.0.1,i386
mlir-14-tools,14.0.0,amd64
mlir-14-tools,14.0.0,i386
mlir-15-tools,15.0.7,amd64
mlir-15-tools,15.0.7,i386
mlmmj-php-web-admin,1.3.0,all
mlmmj-php-web,1.3.0,all
mlmmj,1.3.0,amd64
mlocate,1.1.15,all
mlock,2007f~dfsg,amd64
mlock,2007f~dfsg,i386
mlpack-bin,3.4.2,amd64
mlpack-doc,3.4.2,all
mlpost,0.9,amd64
mlterm-common,3.9.0,amd64
mlterm-im-canna,3.9.0,amd64
mlterm-im-fcitx,3.9.0,amd64
mlterm-im-ibus,3.9.0,amd64
mlterm-im-m17nlib,3.9.0,amd64
mlterm-im-scim,3.9.0,amd64
mlterm-im-skk,3.9.0,amd64
mlterm-im-uim,3.9.0,amd64
mlterm-im-wnn,3.9.0,amd64
mlterm-tiny,3.9.0,amd64
mlterm-tools,3.9.0,amd64
mlterm,3.9.0,amd64
mlucas,17.1,amd64
mlv-smile,1.47,amd64
mm-common,1.0.4,all
mm3d,1.3.13,amd64
mma,21.09,all
mmake,2.3,all
mmb-common,3.5,all
mmb,3.5,amd64
mmc-utils,0,amd64
mmdb-bin,1.5.2,amd64
mmdb-bin,1.5.2,i386
mmdebstrap,0.8.4,all
mmh,0.4,amd64
mmllib-tools,0.3.0.post1,all
mmm-mode,0.5.8,all
mmmulti,0.1,amd64
mmorph,2.3.4.2,amd64
mmsd-tng,1.9,amd64
mmseqs2-examples,13,all
mmseqs2,13,amd64
mmv,1.01b,amd64
mnemosyne,2.8,all
moarvm-dev,2022.02,amd64
moarvm,2022.02,amd64
mobile-atlas-creator,2.1.4,all
mobile-broadband-provider-info,20220315,all
mobile-tweaks-common,3,all
moc-ffmpeg-plugin,2.6.0~svn,amd64
moc,2.6.0~svn,amd64
mocassin-benchmarks,2.02.73.2,all
mocassin-data,2.02.73.2,all
mocassin-examples,2.02.73.2,all
mocassin,2.02.73.2,amd64
mocha,9.2.1,all
mockery,0.0~git20181123.e78b021,amd64
mockgen,1.6.0,amd64
mod-musicindex-common,1.4.1,all
modem-cmd,1.0.2,all
modem-manager-gui-help,0.0.20,all
modem-manager-gui,0.0.20,amd64
modemmanager-dev,1.20.0,amd64
modemmanager-dev,1.20.0,i386
modemmanager-doc,1.20.0,all
modemmanager-qt-dev,5.92.0,amd64
modemmanager,1.20.0,amd64
modemmanager,1.20.0,i386
modernize,0.7,all
modplug-tools,0.5.6,amd64
modsecurity-crs,3.3.2,all
module-assistant,0.11.10,all
moka-icon-theme,5.4.0.4,all
mokomaze,0.7.1,amd64
mokutil,0.6.0,amd64
mold,1.0.3,amd64
molequeue,0.9.0,amd64
molly-brown,0.0~git20210124.92cd40d,amd64
molly-guard,0.7.2,all
molotov,1.2,all
mom,0.6.0,all
mon-client,1.2.0,all
mon-contrib,1.0,amd64
mon,1.3.6,amd64
mona,1.4,amd64
monado-cli,21.0.0~dfsg1,amd64
monado-gui,21.0.0~dfsg1,amd64
monado-service,21.0.0~dfsg1,amd64
monajat-applet,4.1,all
monajat-data,4.1,all
monajat-mod,4.1,all
monajat-screenlet,4.1,all
monero-tests,0.17.2.0,amd64
monero,0.17.2.0,amd64
mongoose,5.10.1,amd64
mongrel2-core,1.12.2,amd64
mongrel2-run,1.12.2,all
monit,5.31.0,amd64
monitoring-plugins-basic,2.3.1,amd64
monitoring-plugins-btrfs,12,all
monitoring-plugins-common,2.3.1,amd64
monitoring-plugins-contrib,37.20211217ubuntu1,amd64
monitoring-plugins-standard,2.3.1,amd64
monitoring-plugins-systemd,2.3.1,all
monitoring-plugins,2.3.1,all
monitorix,3.14.0,all
monkeysphere,0.43,all
mono-4.0-gac,6.8.0.105,all
mono-4.0-service,6.8.0.105,all
mono-addins-utils,1.0,all
mono-apache-server4,4.2,all
mono-apache-server,4.2,all
mono-basic-dbg,4.0.1,all
mono-basic-source,4.0.1,all
mono-complete,6.8.0.105,amd64
mono-csharp-shell,6.8.0.105,all
mono-dbg,6.8.0.105,all
mono-devel,6.8.0.105,all
mono-fastcgi-server4,4.2,all
mono-fastcgi-server,4.2,all
mono-fpm-server,4.2,all
mono-gac,6.8.0.105,all
mono-mcs,6.8.0.105,all
mono-profiler,4.2,all
mono-runtime-boehm,6.8.0.105,amd64
mono-runtime-common,6.8.0.105,amd64
mono-runtime-dbg,6.8.0.105,amd64
mono-runtime-sgen,6.8.0.105,amd64
mono-runtime,6.8.0.105,amd64
mono-source,6.8.0.105,all
mono-tools-devel,4.2,all
mono-tools-gui,4.2,all
mono-upnp-bin,0.1.2,all
mono-utils,6.8.0.105,amd64
mono-vbnc,4.0.1,all
mono-xbuild,6.8.0.105,all
mono-xsp4-base,4.2,all
mono-xsp4,4.2,all
mono-xsp,4.2,all
monobristol,0.60.3,all
monodoc-appindicator3-0.1-manual,12.10.0,all
monodoc-base,6.8.0.105,all
monodoc-db4o-manual,8.0.184.15484,all
monodoc-gdata-manual,2.2.0.0,all
monodoc-gkeyfile-manual,0.1,all
monodoc-gtk2.0-manual,2.12.40,all
monodoc-gtk3.0-manual,2.99.3,all
monodoc-gudev-manual,3.0.0,all
monodoc-hexbox-manual,1.5.0,all
monodoc-http,4.2,all
monodoc-hyena-manual,0.5,all
monodoc-manual,6.8.0.105,all
monodoc-mono-fuse-manual,0.4.2,all
monodoc-mono-upnp-manual,0.1.2,all
monodoc-mono-zeroconf-manual,0.9.0,all
monodoc-newtonsoft-json-manual,6.0.8,all
monodoc-notify-sharp-manual,0.4.0~r3032,all
monodoc-notify3.0-manual,3.0.3,all
monodoc-nunit-manual,2.6.4,all
monodoc-opentk-manual,1.1.4,all
monodoc-poppler-manual,0.0.3,all
monodoc-soup2.4-manual,2.42.2,all
monodoc-taglib-manual,2.1.0.0,all
monodoc-taoframework-manual,2.1.svn20090801,all
monodoc-webkit2-sharp-4.0-manual,2.10.9,all
monodoc-zeitgeist-manual,0.8.0.0,all
monopd,0.10.2,amd64
monster-masher,1.8.1,amd64
monsterz-data,0.7.1,all
monsterz,0.7.1,amd64
montage-gridtools,6.0,amd64
montage,6.0,amd64
moon-buggy,1.0.51,amd64
moon-lander-data,1.0,all
moon-lander,1.0,amd64
moonshot-gss-eap-dbg,1.0.1,amd64
moonshot-gss-eap,1.0.1,amd64
moonshot-trust-router-dbg,3.5.4,amd64
moonshot-trust-router-dev,3.5.4,amd64
moonshot-trust-router,3.5.4,amd64
moonshot-ui-dev,1.1.0,amd64
moonshot-ui,1.1.0,amd64
moosefs-cgi,3.0.116,all
moosefs-cgiserv,3.0.116,all
moosefs-chunkserver,3.0.116,amd64
moosefs-cli,3.0.116,all
moosefs-client,3.0.116,amd64
moosefs-common,3.0.116,all
moosefs-master,3.0.116,amd64
moosefs-metalogger,3.0.116,amd64
moosefs-netdump,3.0.116,amd64
mopac7-bin,1.15,amd64
mopidy-alsamixer,2.0.1,all
mopidy-beets,4.0.1,all
mopidy-dleyna,2.0.1,all
mopidy-doc,3.2.0,all
mopidy-internetarchive,3.0.0,all
mopidy-local,3.2.1,all
mopidy-mpd,3.1.0,all
mopidy-mpris,3.0.3,all
mopidy-podcast-itunes,3.0.0,all
mopidy-podcast,3.0.0,all
mopidy-scrobbler,2.0.1,all
mopidy-somafm,2.0.2,all
mopidy-soundcloud,3.0.1,all
mopidy-tunein,1.1.0,all
mopidy,3.2.0,all
morbig,0.10.4,amd64
moreutils,0.66,amd64
moria,5.7.13,amd64
morla,0.16.1,amd64
morris,0.2,amd64
morse-x,20060903,amd64
morse2ascii,0.2,amd64
morse,2.5,amd64
morsegen,0.2.1,amd64
morty,0.2.0,amd64
moserial,3.0.12,amd64
mosh,1.3.2,amd64
mosquitto-clients,2.0.11,amd64
mosquitto-dev,2.0.11,all
mosquitto,2.0.11,amd64
most,5.0.0a,amd64
motd-news-config,12ubuntu4.6,all
mothur,1.47.0,amd64
motion,4.3.2,amd64
mount,2.37.2,amd64
mount,2.37.2,i386
mountpy,0.9,amd64
mousepad,0.5.8,amd64
mousetrap,1.0c,amd64
mousetweaks,3.32.0,amd64
mozc-data,2.26.4220.100,all
mozc-server,2.26.4220.100,amd64
